idh,idp,top,cec,ca,mg,k,na,bsum_sisinta,bsum_calculada,bsat,bsum_diff
197,352,0,17.1,NA,NA,3.8,9,NA,12.8,NA,NA
201,353,0,13.3,6.2,1.9,2,1.2,11.3,11.3,85,0
202,353,14,17.5,7.6,3.3,2.1,4.5,17.5,17.5,100,0
206,354,0,NA,NA,NA,NA,NA,NA,0,NA,NA
207,354,5,29.6,NA,NA,3.5,8.7,NA,12.2,NA,NA
211,355,0,17.3,8.9,2.5,1.6,0.4,13.4,13.4,77,0
217,356,0,16.4,6.7,2.7,1.5,3.7,14.6,14.600000000000001,89,-1.7763568394002505e-15
218,356,18,20.1,NA,NA,2.9,11,NA,13.9,NA,NA
221,357,0,31.1,13.6,3.9,3.2,0.5,21.2,21.2,71,0
222,357,23,21.6,10.6,2.9,2.9,0.3,16.7,16.7,77,0
228,358,0,22.9,13.1,3,1.9,1,19,19,83,0
229,358,14,24,13.5,3,1.6,0.9,19,19,80,0
230,358,20,26.7,15.5,4,1.5,1.1,22.1,22.1,83,0
235,359,0,23.4,13,2.9,1.8,0.1,17.8,17.8,76,0
236,359,23,34.9,22.4,6.9,3.2,0.1,32.6,32.6,93,0
239,360,0,13.8,NA,NA,1.1,7.2,NA,8.3,NA,NA
240,360,18,29.8,NA,NA,3.9,21.1,NA,25,NA,NA
244,361,0,NA,NA,NA,NA,NA,NA,0,NA,NA
245,361,4,32.8,NA,NA,3.5,16,NA,19.5,NA,NA
248,362,0,39.4,18.8,5.3,3.5,9.4,27,37,94,-10
249,362,7,34.7,10.8,4.3,2.9,12.2,30.2,30.2,NA,0
250,362,17,35,NA,NA,3.2,15.4,NA,18.6,NA,NA
252,363,0,22.9,NA,NA,2.6,14.2,NA,16.8,NA,NA
253,363,16,18.2,NA,NA,1.4,9.9,NA,11.3,NA,NA
258,364,0,24.9,12,3.6,2.9,0.5,19,19,76,0
259,364,14,20.1,10.3,3.9,2.6,0.7,17.5,17.5,87,0
263,365,0,21.6,13.6,2.3,1,0.1,17,17,79,0
270,366,0,NA,NA,NA,NA,NA,NA,0,NA,NA
271,366,6,20.2,NA,NA,3.6,11.7,NA,15.299999999999999,NA,NA
272,366,14,18,NA,NA,3,13.1,NA,16.1,NA,NA
273,366,23,34.2,NA,NA,4.4,19.9,NA,24.299999999999997,NA,NA
276,367,0,11.2,6.3,1.4,0.5,1.3,9.5,9.5,85,0
277,367,20,15.6,8.2,1.9,1.1,0.4,11.6,11.6,74,0
281,368,0,18.8,11.1,2.4,1.2,0.2,14.9,14.9,79,0
282,368,12,18.9,11.3,2.3,1.2,0.1,14.9,14.9,79,0
283,368,24,18.2,11.1,2.2,1.2,0.1,14.6,14.6,80,0
288,369,0,19.6,12.6,1.8,1.8,1.3,18.3,17.5,93,0.8000000000000007
289,369,17,21.1,13.8,1.9,1.9,1.2,19.7,18.8,93,0.8999999999999986
290,369,24,35.6,21.6,2.5,2.5,1.5,32.2,28.1,91,4.100000000000001
295,370,0,21.8,12.5,3.4,2.2,1,19.1,19.1,88,0
296,370,14,22.6,12.6,3.3,2.2,1.4,19.5,19.5,87,0
302,371,0,26.6,14.2,4.3,2.8,0.4,21.7,21.7,82,0
303,371,12,25.3,15.3,4.8,2.2,0.4,22.7,22.7,90,0
310,372,0,18.6,11.7,3.2,1.5,0.3,16.7,16.7,90,0
311,372,15,20.8,13.2,4,1,0.3,18.5,18.5,89,0
330,375,0,7.9,4.96,1.41,0.42,0.1,6.88,6.89,87,-0.009999999999999787
16405,375,17,7.9,5.25,2.22,0.23,0.1,7.8,7.8,98,0
331,376,0,NA,NA,NA,NA,NA,NA,0,NA,NA
332,377,0,20.9,12.9,2.6,2.4,0.2,18.1,18.1,87,0
333,377,10,19.2,12.5,2.3,1.4,0.2,16.4,16.4,85,0
334,377,16,20.6,13.5,3.3,1.2,0.3,18.3,18.3,88,0
335,377,24,24.4,16.2,4.2,1.6,0.4,22.4,22.4,92,0
346,379,0,19.1,9.5,4.1,1.9,6.3,21.8,21.8,NA,0
347,379,16,20.2,NA,NA,2.1,12.2,NA,14.299999999999999,NA,NA
351,380,0,17.5,10.5,1.9,1.3,0.1,13.8,13.8,79,0
352,380,13,17.5,10.3,2.1,1.4,0.1,13.9,13.9,79,0
353,380,23,19.3,11.4,2.6,1.9,0.1,16,16,83,0
358,381,0,23.2,12.3,3.1,2.3,0.2,17.9,17.900000000000002,77,-3.552713678800501e-15
359,381,18,20.8,10.8,3.1,1.9,0.3,16.1,16.1,77,0
367,382,0,15.6,7.9,2,1.3,4.7,15.9,15.9,100,0
368,382,14,26.2,13.8,3.7,3.7,5.3,26.5,26.5,100,0
379,384,0,20.5,13,2.1,1.1,0.1,16.3,16.3,79,0
380,384,16,22.5,14.2,3.1,1.1,0.1,18.5,18.5,82,0
381,384,24,28,18.1,4.1,1.4,0.1,23.7,23.7,85,0
393,386,0,17.5,9.7,2.3,2.4,0.2,14.6,14.6,83,0
394,386,17,20.9,12.1,4.1,1.9,0.2,18.3,18.3,88,0
400,387,0,22.9,13.4,3.8,2.3,2.1,21.6,21.6,94.3,0
401,387,15,33.6,NA,NA,1.4,NA,NA,1.4,NA,NA
405,388,0,18.1,8.2,3.9,2.7,0.6,15.4,15.399999999999999,85,1.7763568394002505e-15
406,388,19,15,7.1,2.9,2.1,0.9,13,13,87,0
411,389,0,33.7,NA,NA,3.8,13.1,NA,16.9,NA,NA
412,389,20,26.1,NA,NA,2.8,11.2,NA,14,NA,NA
416,390,0,17.5,10.3,2,1.4,0.1,13.8,13.8,79,0
417,390,10,18.2,10.8,2.1,1,0.2,14.1,14.100000000000001,77,-1.7763568394002505e-15
431,392,0,20.4,10,3.6,1.5,0.1,15.2,15.2,75,0
432,392,15,21.9,13,2.5,1.5,0.1,17.1,17.1,78,0
438,393,0,NA,NA,NA,NA,NA,NA,0,NA,NA
439,393,16,20,11.1,2.7,1.3,0.2,15.3,15.3,77,0
440,393,21,19.2,12.1,3,1.2,0.2,16.5,16.5,86,0
446,394,0,18.9,9.8,2.6,2.3,0.3,15,15,79,0
447,394,15,17.1,9.2,1.8,1.6,0.7,13.3,13.299999999999999,78,1.7763568394002505e-15
455,395,0,15.9,5.4,3.2,3.1,0.7,12.4,12.4,79,0
456,395,21,32.7,11.9,8.4,3.7,7.6,31.6,31.6,96,0
460,396,0,19.3,11.1,1.7,1.4,0.1,14.3,14.299999999999999,74,1.7763568394002505e-15
461,396,23,19.6,11,3,1.1,0.1,15.2,15.2,78,0
466,397,0,18.6,10,2.9,2.1,0.1,15.1,15.1,81,0
467,397,12,19.3,11.2,1.9,2.3,0.1,15.5,15.499999999999998,80,1.7763568394002505e-15
480,399,0,20.7,12.3,1.8,2.2,0.1,16.4,16.400000000000002,79,-3.552713678800501e-15
481,399,18,20,11.5,1.6,1.6,0.1,14.8,14.8,74,0
488,400,0,13.8,6.1,2.2,2.1,1.5,11.9,11.9,86,0
489,400,15,23.8,7.3,4.6,4.7,9,25.6,25.6,NA,0
493,401,0,20.4,9.8,3.3,3.2,0.1,16.4,16.400000000000002,80,-3.552713678800501e-15
494,401,12,19.5,10.6,2.9,2,0.1,15.6,15.6,80,0
515,404,0,32.8,NA,NA,2.8,19.3,NA,22.1,NA,NA
516,404,20,52.4,NA,NA,4.5,27.4,NA,31.9,NA,NA
529,407,0,25.4,17.9,3.9,3,1.1,23.9,25.9,94,-2
531,407,17,23.4,13.2,3,1.8,1.2,19.2,19.2,82,0
537,408,0,21.8,12.3,3.1,3.1,0.1,18.6,18.6,85,0
538,408,8,20.7,10.9,2.8,2.7,0.1,16.5,16.5,80,0
539,408,17,32.1,19.3,5.3,4.1,0.1,28.8,28.8,90,0
562,412,0,17.3,9.9,1.5,1.7,0.2,13.3,13.3,77,0
563,412,11,18.3,11.2,1.8,1.6,0.2,14.8,14.799999999999999,81,1.7763568394002505e-15
564,412,22,18.8,10.1,2.6,1.7,0.2,14.6,14.6,78,0
569,413,0,19.4,12.2,1.9,2,0.1,16.2,16.2,84,0
570,413,16,19.3,12.2,1.9,1.2,0.1,15.4,15.399999999999999,80,1.7763568394002505e-15
577,414,0,19.2,11.7,1.9,2,0.1,15.7,15.7,82,0
578,414,13,18.8,11.7,2.1,0.5,0.1,14.4,14.399999999999999,77,1.7763568394002505e-15
585,415,0,NA,NA,NA,NA,NA,NA,0,NA,NA
586,415,17,NA,NA,NA,NA,NA,NA,0,NA,NA
591,416,0,21,9.5,3.2,2.4,0.4,15.5,15.5,74,0
592,416,10,20.9,10.1,2.6,1.6,0.5,14.8,14.8,71,0
593,416,20,16.4,9.1,2.2,1.2,1.6,14.1,14.1,86,0
598,417,0,16.7,9.7,5.7,2.2,3.5,21.1,21.1,NA,0
599,417,20,28.2,10.1,6.7,3.2,11.5,31.5,31.5,NA,0
602,418,0,NA,NA,NA,NA,NA,NA,0,NA,NA
603,418,12,NA,NA,NA,NA,NA,NA,0,NA,NA
608,419,0,17.8,10.9,1.9,1.4,0.3,14.5,14.5,81,0
609,419,21,18.5,10.5,3.2,1.4,0.5,15.6,15.6,84,0
613,420,0,20.1,11.9,3.1,1,0.1,16.1,16.1,80,0
619,421,0,16.4,5.3,1.3,2.4,9.8,18.8,18.8,NA,0
620,421,18,29.4,NA,NA,3.8,21.6,NA,25.400000000000002,NA,NA
623,422,0,23,10.5,6.96,2.25,1.7,21.41,21.41,93.08,0
624,422,18,23.5,9.7,2.78,3.3,5.1,20.88,20.88,88.85,0
628,423,0,17.8,9,2,2.5,0.3,13.8,13.8,78,0
629,423,14,17.6,7.8,1.8,2.1,0.3,12,12,68,0
630,423,24,12.8,7,1.4,1.6,0.4,10.4,10.4,81,0
640,425,0,22.1,12.6,3.3,2,0.4,18.3,18.3,83,0
641,425,16,19.1,12.2,3.6,1.8,0.4,18,18,94,0
642,425,23,20.4,12.3,4.1,1.8,0.7,18.9,18.9,93,0
647,426,0,20.1,11.5,3.6,2,0.5,17.6,17.6,88,0
648,426,17,20.8,12.4,3.7,2,0.5,18.6,18.6,90,0
654,427,0,16.4,10.1,2.3,1.4,0.3,14.1,14.1,86,0
655,427,24,9.8,5.3,1.8,1,0.4,8.5,8.5,87,0
660,428,0,19.2,11.5,3.1,1.9,0.3,16.8,16.8,88,0
661,428,10,19.3,12.1,3.1,1.7,0.2,17.1,17.1,89,0
662,428,23,23.7,15.2,4.2,1.5,0.2,21.1,21.099999999999998,89,3.552713678800501e-15
671,430,0,20.1,12,2.7,2.4,0.2,17.3,17.3,86,0
672,430,18,18.5,10.9,3.1,2,0.1,16.1,16.1,87,0
676,431,0,22.7,14.9,2.3,2.9,0.2,20.3,20.3,89,0
677,431,20,20.6,14,1.7,2.7,0.2,18.6,18.6,90,0
682,432,0,20.3,12.8,2.7,2.2,0.3,18,18,89,0
683,432,17,20,14.2,1.2,2.1,0.2,17.7,17.7,89,0
688,433,0,12.3,4.1,4.4,1.8,1.8,12.1,12.1,98,0
689,433,14,27.4,NA,NA,4.3,12.8,NA,17.1,NA,NA
692,434,0,16.7,NA,NA,2.5,1.2,NA,3.7,NA,NA
695,435,0,20.7,10.7,4.7,2.7,0.9,19,19,92,0
696,435,24,19.1,9.9,5.1,2.4,0.9,18.3,18.3,96,0
699,436,0,18.7,9.2,3.7,2.2,0.9,16,16,86,0
700,436,16,19.4,10.9,3.5,2.5,0.9,17.8,17.8,92,0
702,437,0,33.4,19.3,4.4,2.6,0.2,26.5,26.5,79,0
703,437,20,28.1,16,4.2,2,0.1,22.3,22.3,79,0
709,438,0,19.6,12.4,1.4,1.8,0.1,15.6,15.700000000000001,80,-0.10000000000000142
710,438,17,18.6,12.4,1.6,1.7,0.1,15.7,15.8,84,-0.10000000000000142
714,439,0,21.8,14.7,2,2.6,0.3,19.6,19.599999999999998,90,3.552713678800501e-15
715,439,17,20.2,13.2,1.7,2.6,0.3,17.2,17.8,85,-0.6000000000000014
716,439,24,18.8,11.9,1.3,1.9,0.2,15.3,15.3,81,0
720,440,0,18.6,11.1,2.5,2.1,0.3,16,16,86,0
721,440,17,17.6,10,1.9,1.7,0.2,13.8,13.8,79,0
726,441,0,25.7,14.1,3.2,2.5,0.2,20,20,78,0
727,441,16,20.6,12,3.3,2.1,0.2,17.6,17.6,86,0
728,441,23,19.7,11.6,3.3,2,0.2,17.1,17.099999999999998,87,3.552713678800501e-15
734,442,0,NA,NA,NA,NA,NA,NA,0,NA,NA
735,442,14,NA,NA,NA,NA,NA,NA,0,NA,NA
740,443,0,NA,NA,NA,NA,NA,NA,0,NA,NA
741,443,19,NA,NA,NA,NA,NA,NA,0,NA,NA
747,444,0,21.9,NA,NA,3.6,11.9,NA,15.5,NA,NA
748,444,22,27,NA,NA,4.5,15.7,NA,20.2,NA,NA
749,445,0,18.6,8.9,2.5,2.3,0.2,13.9,13.9,75,0
750,445,12,17.3,9.4,2.3,2.2,0.1,14,14,81,0
757,446,0,17.1,NA,NA,3.2,1.9,NA,5.1,NA,NA
758,446,15,17.1,NA,NA,3.2,1.9,NA,5.1,NA,NA
761,446,24,32.7,NA,NA,3.3,12,NA,15.3,NA,NA
763,447,0,22.1,13.2,2.7,1.7,0.3,17.9,17.9,81,0
764,447,14,20.6,13,2.1,1.2,0.1,16.4,16.4,80,0
770,448,0,24.9,16.8,3.3,2.8,0.3,23.2,23.2,93,0
771,448,14,21.4,13.3,3.3,2,0.2,18.8,18.8,88,0
777,449,0,12.1,6.3,2.8,0.8,1.4,11.3,11.299999999999999,93,1.7763568394002505e-15
778,449,19,12.1,6.7,3.1,0.6,1.2,11.6,11.6,96,0
781,450,0,NA,NA,NA,NA,NA,NA,0,NA,NA
782,450,18,NA,NA,NA,NA,NA,NA,0,NA,NA
783,450,24,NA,NA,NA,NA,NA,NA,0,NA,NA
786,451,0,20.6,10.4,4,2.3,0.3,17,17,82,0
787,451,17,18.6,9.9,4.6,1.9,0.4,16.8,16.8,90,0
791,452,0,13,6,3,2.1,2.2,13.3,13.3,100,0
792,452,15,19.1,6,2.5,2.5,8.7,19.7,19.7,100,0
793,452,20,16,NA,NA,3.6,8.4,NA,12,NA,NA
797,453,0,46.8,NA,NA,4,40.4,NA,44.4,90,NA
798,453,20,55.6,NA,NA,4.1,45.6,NA,49.7,99,NA
800,454,0,39.4,NA,NA,3.4,21.5,NA,24.9,67,NA
801,454,18,54.4,NA,NA,3.9,35.8,NA,39.699999999999996,99,NA
804,455,0,22.1,12.6,2.9,2.4,0.2,18.1,18.099999999999998,82,3.552713678800501e-15
805,455,16,22,12.4,4.3,1.7,0.2,18.6,18.6,85,0
810,456,0,20.4,10.4,4.4,1.8,0.4,17,17,84,0
811,456,18,17.8,8.9,4,1.6,0.2,14.6,14.700000000000001,83,-0.10000000000000142
816,457,0,20.6,12.7,2.9,2.6,0.1,18.3,18.3,89,0
817,457,19,16.5,9.5,3.1,1.7,0.1,14.4,14.4,87,0
820,458,0,17.6,8,6.2,2.2,0.5,16.9,16.9,96,0
821,458,19,17.8,10.3,4.8,2.7,0.9,18.7,18.7,100,0
830,459,0,20.3,10.6,5.9,2.7,0.3,19.5,19.5,96,0
831,459,13,21.5,11.1,6.1,2.6,0.4,20.2,20.2,94,0
838,461,0,26,13.9,1.5,2.2,0.7,18.3,18.3,71,0
839,461,19,23.4,15.2,1.2,1.5,0.8,18.7,18.7,80,0
843,462,0,16.3,9.8,1.6,1.9,0.4,13.7,13.700000000000001,84,-1.7763568394002505e-15
844,462,18,17.9,10.6,2.6,1.7,0.4,15.3,15.299999999999999,85,1.7763568394002505e-15
848,463,0,18,12,1.7,2.4,0.3,16.4,16.4,80,0
849,463,13,17,10.9,1.6,2,0.4,14.9,14.9,86,0
853,464,0,17.3,9.1,2.5,2,0.4,14,14,81,0
854,464,15,17.9,9.9,2,1.8,0.4,14.1,14.1,79,0
855,464,23,17.3,10.3,2.8,1.2,0.4,14.7,14.700000000000001,85,-1.7763568394002505e-15
859,465,0,23.3,11.6,2.1,2.9,0.3,16.9,16.9,73,0
860,465,15,19.5,12.5,1.2,2.6,0.3,16.6,16.6,85,0
866,467,0,28.6,15.2,3.8,2.2,0.2,21.4,21.4,75,0
867,467,15,26.4,14.7,4.5,2,0.2,21.4,21.4,81,0
872,468,0,11.5,NA,NA,3.4,8.2,NA,11.6,NA,NA
875,469,0,21.2,13.1,1.7,2.3,0.2,17.3,17.3,82,0
876,469,14,19.2,11.7,2.3,2.2,0.2,16.4,16.4,85,0
881,470,0,15.9,9.8,1.9,2.2,0.3,14.2,14.200000000000001,89,-1.7763568394002505e-15
882,470,14,16,10.3,1.3,1,0.3,12.9,12.9,81,0
883,470,24,15,9,3,0.9,0.3,13.2,13.2,88,0
888,471,0,NA,NA,NA,NA,NA,NA,0,NA,NA
889,471,12,20.2,12.2,2.2,1.6,0.2,16.2,16.2,80,0
895,472,0,21.2,11.9,1.7,2,0.2,15.8,15.8,74,0
896,472,21,19.2,10.7,3.1,1.3,0.2,15.3,15.299999999999999,79,1.7763568394002505e-15
901,473,0,14.4,7.3,2.9,2.4,0.1,12.7,12.7,88,0
902,473,14,15.7,9.6,1.6,2.1,0.2,13.4,13.5,85,-0.09999999999999964
906,474,0,21.5,13.2,1.7,2.6,0.1,17.6,17.599999999999998,82,3.552713678800501e-15
907,474,15,21.2,13.5,2.3,2,0.1,17.9,17.9,84,0
914,475,0,10.7,5.8,1.5,3,1.1,11.4,11.4,100,0
915,475,10,10.7,5.8,1.5,3,1.1,11.4,11.4,100,0
916,475,16,25.5,NA,NA,6.4,20.2,NA,26.6,NA,NA
918,476,0,18.1,11.1,2.9,1.8,0.2,16,16,88,0
919,476,13,18.4,10.5,4.1,1.8,0.2,16.6,16.6,90,0
926,477,0,23.2,12.5,2.3,2.1,0.4,17.3,17.3,75,0
927,477,23,17.7,10.2,1.9,1.6,0.4,14.1,14.1,80,0
933,478,0,24.7,15,2.1,2.6,0.4,20.1,20.1,81,0
934,478,12,20.9,12.8,2.1,2.3,0.4,17.6,17.6,84,0
940,479,0,22.8,14.5,2.7,2.7,0.5,20.4,20.4,89,0
941,479,13,19.2,12.4,1.9,2.3,0.3,16.9,16.9,88,0
947,480,0,24,14.6,3.3,2.6,1.1,21.6,21.6,90,0
948,480,14,22.7,13.8,3.5,2.1,0.3,19.7,19.7,87,0
953,481,0,25.6,12.7,3.2,2.3,0.6,18.8,18.8,73,0
954,481,14,20.4,11.7,2.9,1.8,0.6,17,17,83,0
960,482,0,20.9,13.1,2.4,2.2,0.2,17.9,17.9,85,0
961,482,20,18.4,10.9,3.3,2,0.2,16.4,16.4,89,0
968,483,0,22.9,14.5,3.7,2.1,0.7,21,21,91,0
969,483,17,21.4,13.8,4,1.3,0.7,19.8,19.8,92,0
1007,485,0,27.4,15.7,5,1.9,1.2,23.8,23.8,87,0
1008,485,22,22.8,12.8,4.9,1.3,1.5,20.5,20.5,89,0
1014,488,0,21.6,15.2,1.9,2.3,0.3,19.7,19.7,91,0
1015,488,14,20.2,15.2,1,1.6,0.2,18,18,89,0
1021,489,0,31.5,18.8,4.3,1.9,1.3,26.3,26.3,84,0
1022,489,16,34.3,20.9,6.9,2.3,0.6,30.7,30.7,89,0
1028,490,0,20.8,12.9,3.5,1.5,0.4,18.3,18.3,88,0
1029,490,14,22.4,13.2,3.2,1.5,0.4,18.3,18.3,82,0
1037,491,0,30.9,20.8,5.7,2.3,1.1,29.9,29.900000000000002,NA,-3.552713678800501e-15
1038,491,23,42.1,NA,NA,2.2,2,NA,4.2,NA,NA
1041,492,0,17.5,NA,NA,2.2,8.2,NA,10.399999999999999,NA,NA
1042,492,13,16.1,NA,NA,1.8,9.1,NA,10.9,NA,NA
1043,492,23,27.3,NA,NA,2.8,12.5,NA,15.3,NA,NA
1048,493,0,32.4,NA,NA,3.7,11.2,NA,14.899999999999999,NA,NA
1051,494,0,28.2,14.9,2.9,5.2,0.2,23.2,23.2,82,0
1052,494,10,26.6,15.2,1.6,4.7,0.2,21.7,21.7,82,0
1053,494,19,21.8,12.3,2.5,3.6,0.2,18.6,18.6,85,0
1060,496,0,20.4,12.2,2.3,1.6,0.1,16.1,16.2,79,-0.09999999999999787
1061,496,16,19.9,13.3,1.8,1.1,0.1,16.3,16.3,82,0
1067,497,0,28.6,19.6,3.3,1.6,0.5,25,25,87,0
1068,497,19,23.8,16.2,3.6,0.9,0.9,21.6,21.599999999999998,91,3.552713678800501e-15
1075,498,0,27.2,17,2.8,3,0.1,22.9,22.9,84,0
1076,498,12,22.8,13.5,2.5,2.5,0.1,18.6,18.6,82,0
1082,499,0,21.9,12.7,3.1,2.3,0.3,18.4,18.4,84,0
1083,499,18,NA,NA,NA,NA,NA,NA,0,NA,NA
1088,500,0,NA,NA,NA,NA,NA,NA,0,NA,NA
1089,500,13,NA,NA,NA,NA,NA,NA,0,NA,NA
1090,500,24,NA,NA,NA,NA,NA,NA,0,NA,NA
1094,501,0,33,29.8,4.7,3,0.1,37.6,37.6,NA,0
1095,501,20,30.6,25.1,3.8,2.2,0.1,31.2,31.200000000000003,NA,-3.552713678800501e-15
1102,502,0,19.6,11.6,2.3,4,2.5,20.4,20.4,NA,0
1103,502,17,14.2,4.9,2.7,2.6,5,15.2,15.200000000000001,NA,-1.7763568394002505e-15
1108,503,0,22.8,16.1,2.2,2.1,0.4,20.8,20.8,91,0
1109,503,14,22.3,14.8,2.4,1.5,0.5,19.2,19.2,86,0
1117,504,0,24.9,16.7,3.3,2.1,0.4,22.5,22.5,90,0
1118,504,15,29.8,20.4,4.8,2.2,0.4,27.8,27.799999999999997,93,3.552713678800501e-15
1124,506,0,22.2,13.5,3.5,2.1,0.5,19.6,19.6,88,0
1125,506,16,22.1,13.2,3.4,1.8,0.5,18.9,18.9,86,0
1132,507,0,22.6,10.7,4.2,2.8,0.5,18.2,18.2,81,0
1133,507,13,20.7,11.5,3.8,2.4,0.6,18.3,18.3,88,0
1138,508,0,21,NA,NA,2.7,10.4,20,13.100000000000001,NA,6.899999999999999
1139,508,14,16,NA,NA,1.8,5.9,13,7.7,NA,5.3
1144,509,0,25.1,16.7,2.7,2.5,1.1,23,23,92,0
1149,510,0,23.4,15,2.8,1.8,0.1,19.7,19.7,84,0
1156,511,0,29.3,21.3,2.4,4.6,0.7,29,29,99,0
1157,511,13,24.5,16.6,2.1,5.1,0.7,24.5,24.5,100,0
1165,512,0,24.3,17.3,2.1,2.5,0.5,22.4,22.400000000000002,92,-3.552713678800501e-15
1166,512,8,25.1,16.9,2.4,1.9,0.6,21.8,21.799999999999997,87,3.552713678800501e-15
1167,512,16,32.7,20.9,3.1,1.6,0.7,26.3,26.299999999999997,80,3.552713678800501e-15
1170,513,0,25.1,15.3,2.4,1.5,0.7,19.9,19.900000000000002,79,-3.552713678800501e-15
1171,513,12,23.9,16.2,2.4,1,0.7,20.3,20.3,85,0
1172,513,20,26.8,18.6,4.2,1,0.7,24.5,24.5,95,0
1177,514,0,23.8,14.8,3,1.5,0.6,19.9,19.900000000000002,84,-3.552713678800501e-15
1178,514,11,21.2,14.2,1.7,1.6,0.6,18.1,18.099999999999998,85,3.552713678800501e-15
1179,514,20,19.9,11.3,4.4,1.6,0.6,17.9,17.900000000000002,90,-3.552713678800501e-15
1184,515,0,26.5,17.6,4.9,2.5,0.7,25.7,25.700000000000003,97,-3.552713678800501e-15
1185,515,12,24.4,18.2,1.5,2,0.7,22.4,22.4,92,0
1193,516,0,22.2,13.6,2.7,2,0.9,19.2,19.2,86,0
1194,516,18,20.8,13.7,2.4,2.4,0.6,19.1,19.099999999999998,92,3.552713678800501e-15
1202,517,0,20.7,15,1.9,1.6,0.9,19.4,19.4,94,0
1203,517,12,20.8,15.3,2.2,1.1,0.8,19.4,19.400000000000002,94,-3.552713678800501e-15
1204,517,22,20,14.1,2.4,1.1,0.9,18.5,18.5,93,0
1211,518,0,22.9,15.2,3.3,2,0.8,21.3,21.3,93,0
1212,518,10,20.9,13.7,4,1.4,0.2,19.3,19.3,93,0
1217,519,0,20.3,12.2,3.8,2.3,0.5,18.8,18.799999999999997,93,3.552713678800501e-15
1218,519,12,21.6,13.4,3.7,2,0.6,19.7,19.7,92,0
1224,520,0,24.5,14.3,3.2,2.8,0.4,20.7,20.7,85,0
1225,520,8,23.7,14.5,2.8,2.4,0.4,20.1,20.1,85,0
1230,521,0,17.9,10.2,2.1,1.9,0.5,14.7,14.7,82,0
1231,521,13,19.8,12.5,2.3,1.8,0.5,17.1,17.1,86,0
1232,521,18,20.9,13.3,3.2,1.9,0.5,18.9,18.900000000000002,90,-3.552713678800501e-15
1240,522,0,31.1,NA,NA,2.4,0.5,NA,2.9,NA,NA
1243,523,0,20,11.3,2.7,2.1,1,17.1,17.1,85,0
1244,523,11,18.7,10.4,2.9,1.8,1,16.1,16.1,86,0
1245,523,20,14.6,7.3,2.5,1.4,1,12.2,12.2,84,0
1251,524,0,24,15.8,3,2.2,0.5,21.5,21.5,90,0
1258,525,0,29.2,18.9,2.9,2.2,0.2,24.2,24.2,83,0
1259,525,15,30.1,20.6,2.1,2.1,0.3,25.1,25.1,83,0
1277,526,0,25,15.7,2.3,1.5,0.8,20.3,20.3,81,0
1278,526,12,24.9,16.9,2.3,1.5,0.3,21,21,84,0
1279,526,21,30.6,20.3,3.5,1.7,0.4,25.9,25.900000000000002,85,-3.552713678800501e-15
1271,528,0,26.1,19.2,3.3,2.1,0.2,24.8,24.8,95,0
1272,528,18,27.9,19.1,4.3,3,0.2,26.6,26.6,95,0
1284,529,0,17.8,NA,NA,0.9,0.8,NA,1.7000000000000002,NA,NA
1289,530,0,23.4,14.5,1.7,1.8,0.2,18.2,18.2,77,0
1290,530,10,22.5,15,3.7,1.4,0.4,20.5,20.5,91,0
1291,530,18,22.8,17,3.7,1.1,0.4,22.2,22.2,97,0
1296,531,0,20,12.2,4,1,0.6,17.8,17.8,89,0
1297,531,22,17.3,11.3,2.7,0.7,0.9,15.6,15.600000000000001,91,-1.7763568394002505e-15
1303,532,0,24.8,15.3,2.6,4.4,0.6,22.9,22.900000000000002,92,-3.552713678800501e-15
1307,533,0,25.8,18.1,2.6,2.2,0.7,23.6,23.6,91,0
1308,533,20,25.7,19.3,3.3,1.8,0.4,24.8,24.8,96,0
1312,534,0,21.5,12.4,4.6,2,0.2,19.2,19.2,89,0
1313,534,15,22.7,11.7,2.7,2.2,0.4,17,17,75,0
1320,535,0,23.1,12,2.4,1.9,0.8,17.1,17.1,74,0
1321,535,17,22.1,13,2.4,0.9,1.2,17.5,17.5,79,0
1328,536,0,24.7,15.7,3.1,4.2,1,24,24,97,0
1329,536,15,24.6,15.9,2.8,4.9,0.7,24.3,24.3,97,0
1336,537,0,25,14.9,2.7,2.3,0.2,20.1,20.1,80,0
1337,537,13,25.3,15.1,2.7,2.4,0.1,20.3,20.3,80,0
1344,538,0,25.7,14.7,2.5,1,0.6,18.8,18.8,73,0
1345,538,15,27,16.1,2.3,2.3,0.6,21.3,21.3,79,0
1352,539,0,21.7,11.5,6.1,2.7,3.6,23.9,23.9,100,0
1353,539,16,39.2,NA,NA,3.6,9.3,23.6,12.9,NA,10.700000000000001
1358,540,0,20.7,8.9,5.9,3.4,0.3,18.5,18.5,89,0
1359,540,8,22.7,11.7,4.9,3.5,0.2,20.3,20.3,89,0
1360,540,16,24.6,13.5,4.7,3.6,0.2,22,22,89,0
1367,541,0,26.9,11.3,6.3,2.3,0.3,20.2,20.2,75,0
1368,541,15,22.6,11,3.5,0.9,0.2,15.6,15.6,69,0
1376,542,0,NA,NA,NA,NA,NA,NA,0,NA,NA
